Rk,Player,HR,Season,Age,Team,Lg,G,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GIDP,HBP,SH,SF,IBB,Pos,Player-additional
153,DJ LeMahieu,15,2023,34,NYY,AL,136,562,497,55,121,81,22,3,15,44,2,2,60,125,.243,.327,.390,.718,96,194,14,3,0,2,2,53/4HD,lemahdj01
154,Royce Lewis,15,2023,24,MIN,AL,58,239,217,36,67,45,7,0,15,52,6,1,20,55,.309,.372,.548,.921,149,119,5,2,0,0,0,5/DH6,lewisro02
155,Martín Maldonado,15,2023,36,HOU,AL,116,407,362,33,69,42,12,0,15,36,0,0,30,139,.191,.258,.348,.606,66,126,10,3,12,0,0,*2/1,maldoma01
156,Michael Massey,15,2023,25,KCR,AL,129,461,428,42,98,64,18,1,15,55,6,2,24,99,.229,.274,.381,.655,77,163,3,4,1,4,0,*4H/D,massemi02
157,Cedric Mullins,15,2023,28,BAL,AL,116,455,404,51,94,53,23,3,15,74,19,3,43,101,.233,.305,.416,.721,101,168,6,1,3,4,1,*8/HD,mullice01
158,Joc Pederson,15,2023,31,SFG,NL,121,425,358,59,84,52,14,3,15,51,0,0,57,89,.235,.348,.416,.764,112,149,12,7,0,3,6,D7H/93,pederjo01
159,Bryson Stott,15,2023,25,PHI,NL,151,640,585,78,164,115,32,2,15,62,31,3,39,100,.280,.329,.419,.747,103,245,10,7,1,8,1,*4/HD,stottbr01
160,Chris Taylor,15,2023,32,LAD,NL,117,384,338,51,80,49,15,1,15,56,16,3,41,125,.237,.326,.420,.746,102,142,2,4,0,1,2,765H/D84,tayloch03
161,Ezequiel Tovar,15,2023,21,COL,NL,153,615,581,79,147,91,37,4,15,73,11,5,25,166,.253,.287,.408,.695,79,237,10,4,2,3,0,*6,tovarez01
162,Mike Yastrzemski,15,2023,32,SFG,NL,106,381,330,54,77,38,23,1,15,43,2,2,45,99,.233,.330,.445,.775,114,147,5,3,2,1,3,987H/D,yastrmi01
163,Masataka Yoshida,15,2023,29,BOS,AL,140,580,537,71,155,104,33,3,15,72,8,0,34,81,.289,.338,.445,.783,109,239,20,7,0,2,0,7D/H,yoshima02
164,Seth Brown,14,2023,30,OAK,AL,112,378,343,33,76,42,19,1,14,52,3,1,30,101,.222,.286,.405,.692,93,139,6,2,1,2,1,97HD3,brownse01
165,Paul DeJong,14,2023,29,SFGSTLTOR,ALNL,112,400,372,41,77,50,13,0,14,38,4,4,21,121,.207,.258,.355,.612,66,132,10,5,0,2,0,*6/H4D,dejonpa01
166,Elias Díaz,14,2023,32,COL,NL,141,526,486,48,130,90,25,1,14,72,1,0,34,118,.267,.316,.409,.725,87,199,12,2,0,4,0,*2H/D,diazel01
167,Ezequiel Durán,14,2023,24,TEX,AL,122,439,406,55,112,74,22,2,14,46,8,4,23,120,.276,.324,.443,.768,110,180,7,7,1,2,1,675D/4H39,duranez01
168,Thairo Estrada,14,2023,27,SFG,NL,120,530,495,63,134,92,26,2,14,49,23,7,22,120,.271,.315,.416,.731,102,206,10,11,0,2,1,46/7D,estrath01
169,Zack Gelof,14,2023,23,OAK,AL,69,300,270,40,72,37,20,1,14,32,14,2,26,82,.267,.337,.504,.840,134,136,5,3,0,1,1,4,gelofza01
170,Ryan Jeffers,14,2023,26,MIN,AL,96,335,286,46,79,48,15,2,14,43,3,2,33,93,.276,.369,.490,.858,133,140,6,10,4,2,1,2H/D,jeffery01
171,Mickey Moniak,14,2023,25,LAA,AL,85,323,311,35,87,50,21,2,14,45,6,3,9,113,.280,.307,.495,.802,114,154,4,3,0,0,1,897/H,moniami01
172,Lars Nootbaar,14,2023,25,STL,NL,117,503,426,74,111,73,23,1,14,46,11,1,72,99,.261,.367,.418,.784,114,178,7,1,1,3,2,*897/HD,nootbla01
173,Ryan O'Hearn,14,2023,29,BAL,AL,112,368,346,48,100,63,22,1,14,60,5,1,15,82,.289,.322,.480,.801,122,166,2,3,1,3,2,39HD/7,ohearry01
174,Logan O'Hoppe,14,2023,23,LAA,AL,51,199,182,23,43,23,6,0,14,29,0,1,14,48,.236,.296,.500,.796,112,91,4,2,0,1,0,2/DH,ohopplo01
175,Jorge Polanco,14,2023,29,MIN,AL,80,343,302,38,77,45,18,0,14,48,4,0,36,88,.255,.335,.454,.789,114,137,2,2,0,3,0,45D/H,polanjo01
176,Jesús Sánchez,14,2023,25,MIA,NL,125,402,360,43,91,51,23,3,14,52,3,1,38,107,.253,.327,.450,.777,104,162,12,2,1,1,1,*9H/87D,sanchje02
177,Leody Taveras,14,2023,24,TEX,AL,143,554,511,67,136,88,31,3,14,67,14,4,35,117,.266,.312,.421,.733,101,215,3,1,3,4,0,*8/HD,taverle01
178,Joey Votto,14,2023,39,CIN,NL,65,242,208,26,42,22,6,0,14,38,0,0,27,62,.202,.314,.433,.747,97,90,2,7,0,0,0,3D/H,vottojo01
179,Matt Wallner,14,2023,25,MIN,AL,76,254,213,42,53,27,11,1,14,41,2,1,28,80,.249,.370,.507,.877,138,108,1,13,0,0,1,79/DH,wallnma01
180,Taylor Ward,14,2023,29,LAA,AL,97,409,356,60,90,58,18,0,14,47,4,2,39,80,.253,.335,.421,.756,105,150,9,8,0,6,0,7/H3,wardta01
181,Trent Grisham,13,2023,26,SDP,NL,153,555,469,67,93,48,31,1,13,50,15,3,75,154,.198,.315,.352,.666,84,165,7,5,4,1,0,*8/H,grishtr01
182,Elly De La Cruz,13,2023,21,CIN,NL,98,427,388,67,91,56,15,7,13,44,35,8,35,144,.235,.300,.410,.710,87,159,6,2,1,1,3,65/HD,delacel01
183,Josh Donaldson,13,2023,37,MILNYY,ALNL,50,189,165,18,25,7,5,0,13,26,0,0,22,50,.152,.249,.418,.667,78,69,6,0,0,2,0,5/DH1,donaljo02
184,Tommy Edman,13,2023,28,STL,NL,137,528,479,69,119,77,25,4,13,47,27,4,35,84,.248,.307,.399,.705,91,191,9,7,3,4,1,468/9H,edmanto01
185,Christian Encarnacion-Strand,13,2023,23,CIN,NL,63,241,222,29,60,40,7,0,13,37,2,0,14,69,.270,.328,.477,.805,112,106,5,5,0,0,0,3D/5H9,encarch01
186,Adam Frazier,13,2023,31,BAL,AL,141,455,412,59,99,63,21,2,13,60,11,4,32,68,.240,.300,.396,.696,94,163,4,4,4,2,0,*4H/97D,fraziad01
187,Joey Meneses,13,2023,31,WSN,NL,154,657,611,71,168,118,36,1,13,89,0,0,38,130,.275,.321,.401,.722,100,245,15,5,0,3,0,*D3/H9,menesjo01
188,Blake Sabol,13,2023,25,SFG,NL,110,344,310,36,73,50,10,0,13,44,4,2,24,117,.235,.301,.394,.695,92,122,4,6,2,2,0,27HD,sabolbl01
189,Nick Senzel,13,2023,28,CIN,NL,104,330,301,49,71,48,10,0,13,42,6,2,26,74,.236,.297,.399,.696,84,120,9,1,0,2,0,57H89/4D,senzeni01
190,Tyler Stephenson,13,2023,26,CIN,NL,142,517,465,59,113,78,20,2,13,56,0,1,47,135,.243,.317,.378,.696,85,176,16,4,0,1,2,2DH/3,stephty01
191,Rowdy Tellez,13,2023,28,MIL,NL,105,351,311,26,67,44,9,1,13,47,0,0,35,86,.215,.291,.376,.667,81,117,11,0,0,5,2,3DH/1,tellero01
192,Alex Verdugo,13,2023,27,BOS,AL,142,602,546,81,144,89,37,5,13,54,5,3,45,93,.264,.324,.421,.745,100,230,11,6,0,5,1,*9/H,verdual01
193,Daniel Vogelbach,13,2023,30,NYM,NL,104,319,275,33,64,43,8,0,13,48,0,0,42,81,.233,.339,.404,.742,105,111,6,2,0,0,1,DH,vogelda01
194,Joey Wiemer,13,2023,24,MIL,NL,132,410,367,48,75,43,19,0,13,42,11,4,36,116,.204,.283,.362,.645,75,133,4,5,0,2,0,*89/H7,wiemejo01
195,Jake Bauers,12,2023,27,NYY,AL,84,272,242,28,49,22,15,0,12,30,3,2,27,95,.202,.279,.413,.693,87,100,3,0,0,3,0,973H/D,bauerja01
196,C.J. Cron,12,2023,33,COLLAA,ALNL,71,278,258,38,64,40,12,0,12,37,0,0,17,65,.248,.295,.434,.729,89,112,13,1,0,2,0,3/DH,croncj01
197,Ty France,12,2023,28,SEA,AL,158,665,587,79,147,103,32,0,12,58,1,0,43,117,.250,.337,.366,.703,101,215,25,34,0,1,0,*3/H,francty01
198,Brandon Marsh,12,2023,25,PHI,NL,133,472,404,58,112,69,25,6,12,60,10,2,59,144,.277,.372,.458,.829,126,185,4,4,1,4,2,*87H/9D,marshbr02
199,Andrew McCutchen,12,2023,36,PIT,NL,112,473,390,55,100,69,19,0,12,43,11,3,75,100,.256,.378,.397,.776,112,155,8,4,0,4,1,D/9H,mccutan01
200,Mike Moustakas,12,2023,34,COLLAA,ALNL,112,386,352,43,87,60,15,0,12,48,0,0,23,95,.247,.293,.392,.685,82,138,7,3,0,8,1,53HD,moustmi01
